"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/85116019659?origin=resultslist","Department of Electrical Engineering, Qatar University, Doha, 2713, Qatar; Department of Computer Science and Engineering, Qatar University, Doha, 2713, Qatar","MDPI","Energies"
"https://www.scopus.com/pages/publications/85118345982?origin=resultslist","Department of Electrical and Electronics Engineering, Kakatiya Institute of Technology and Science, Warangal, India; Department of Electrical Engineering, National Institute of Technology, Warangal, India","John Wiley and Sons Ltd","Int. Trans. Elecr. Energy Sys."
"https://www.scopus.com/pages/publications/85114778708?origin=resultslist","Department of Computer and Control Engineering, Rzeszow University of Technology, Wincentego Pola 2, Rzeszow, 35-959, Poland","Elsevier B.V.","Knowl Based Syst"
"https://www.scopus.com/pages/publications/85109673725?origin=resultslist","School of Electrical Engineering and Robotics, Queensland University of Technology, Brisbane, Australia","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85146347005?origin=resultslist","Daffodil International University, Dept. of Electrical and Electronic Engineering, Dhaka, Bangladesh; Pabna University of Science and Technology, Dept. of Electrical and Electronic Engineering, Pabna, Bangladesh; Dongseo University, Department of Computer Engineering, Busan, South Korea; Daffodil International University, Dept. of Computer Science Engineering, Dhaka, Bangladesh","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Comput. Commun. Netw. Technol., ICCCNT"
"https://www.scopus.com/pages/publications/85111053364?origin=resultslist","Eindhoven University of Technology, Eindhoven, 5612, Netherlands; National Technical University of Athens, Athens, 15780, Greece; Technical University of Denmark, Lyngby, 2800, Denmark","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Sustainable Energy"
"https://www.scopus.com/pages/publications/85133373496?origin=resultslist","University of New South Wales (UNSW), School of Electrical Engineering and Telecommunications, Sydney, 2052, NSW, Australia; Nanyang Technological University, School of Electrical and Electronic Engineering, 639798, Singapore","Institute of Electrical and Electronics Engineers Inc.","IEEE Open J. Power Electron."
"https://www.scopus.com/pages/publications/85127058045?origin=resultslist","Centre for Research and Technology Hellas, Information Technologies Institute, Thessaloniki, Greece; School of Economics and Business Administration, Management Science and Technology Department, International Hellenic University (Ihu), Thessaloniki, Greece","Taylor and Francis Ltd.","Energy Sources Recovery Util. Environ. Eff."
"https://www.scopus.com/pages/publications/85151120729?origin=resultslist","College of Auto AI, NUPT, Nanjing, China; College of IoT, NUPT, Nanjing, China","Institute of Electrical and Electronics Engineers Inc.","Proc. - Chin. Autom. Congr., CAC"
"https://www.scopus.com/pages/publications/85125692876?origin=resultslist","Gyeongsang National University, South Korea; Baylor University, United States","Wiley Blackwell","Probabilistic Power syst. Expansion plan. with renew. Energy Resources and Energy Storage syst."
"https://www.scopus.com/pages/publications/85148022584?origin=resultslist","American University in the Emirates, Dubai, United Arab Emirates; Computer and Information Science Department, Taibah University, Saudi Arabia","American Scientific Publishing Group (ASPG)","Fusion. Pract. Appl."
"https://www.scopus.com/pages/publications/85096009373?origin=resultslist","State Key Laboratory of Advanced Design and Manufacturing for Vehicle Body, Hunan University, Changsha, Hunan, China; Department of Electrical and Computer Engineering, University of Windsor, Windsor, N9B 3P4, ON, Canada; Computer Science Department, Lakehead University, Thunder Bay, P7B 5E1, ON, Canada","Elsevier B.V.","Neurocomputing"
"https://www.scopus.com/pages/publications/85106755885?origin=resultslist","Department of Electrical and Electronics Engineering, Government College of Engineering, Tirunelveli, India; Department of Electrical and Electronics Engineering, Thiagarajar College of Engineering, Madurai, India; Alpha Beta Solutions, Madurai-10, India","World Scientific","J. Circuits Syst. Comput."
"https://www.scopus.com/pages/publications/85117598676?origin=resultslist","School of Engineering and Sciences, Tecnologico de Monterrey, Av. Eugenio Garza Sada 2501 Sur, Monterrey, Nuevo León, 64849, Mexico; Telematics (CA), Engineering Division (DICIS), University of Guanajuato, Carretera Salamanca, Campus Irapuato-Salamanca, Valle de Santiago km 3.5 + 1.8 km, Comunidad de Palo Blanco, Salamanca, Guanajuato, 36885, Mexico","MDPI","Energies"
"https://www.scopus.com/pages/publications/85169296891?origin=resultslist","University of Hail, College of Engineering, Department of Electrical Engineering, Hail, Saudi Arabia","Institute of Electrical and Electronics Engineers Inc.","Saudi Arabia Smart Grid Conf., SASG"
"https://www.scopus.com/pages/publications/85121544419?origin=resultslist","Faculty of Computer Engineering, Najafabad Branch, Islamic Azad University, Najafabad, 1584743311, Iran; Big Data Research Center, Najafabad Branch, Islamic Azad University, Najafabad, 1584743311, Iran; Centre for Artificial Intelligence Research and Optimisation, Torrens University Australia, Fortitude Valley, 4006, QLD, Australia; Yonsei Frontier Lab, Yonsei University, Seodaemun-gu, Seoul, 03722, South Korea; Department of Computer, Damietta University, Damietta, 34511, Egypt; Faculty of Computer Sciences and Informatics, Amman Arab University, Amman, 11953, Jordan; School of Computer Sciences, Universiti Sains Malaysia, Pulau Pinang, 11800, Malaysia; Department of Mathematics, Faculty of Science, Zagazig University, Zagazig, 44519, Egypt; Artificial Intelligence Research Center (AIRC), Ajman University, Ajman, 346, United Arab Emirates; Department of Artificial Intelligence Science & Engineering, Galala University, Suze, 435611, Egypt; School of Computer Science and Robotics, Tomsk Polytechnic University, Tomsk, 634050, Russian Federation","MDPI","Symmetry"
"https://www.scopus.com/pages/publications/85133666512?origin=resultslist","Department of Electronics and Communication Engineering, Centurion University of Technology and Management, Odisha, India; Department of ECE, Saveetha School of Engineering, SIMATS, Tamil Nadu, India; Department of Electrical Engineering, College of Engineering, Taif University, Taif, 21944, Saudi Arabia; Department of Computer Science and Engineering, Guru Nanak Dev Engineering College, Punjab, Ludhiana, India; Department of Information Technology, Guru Nanak Dev Engineering College, Punjab, Ludhiana, India; Department of Electrical Engineering, AICTE-IDEA Lab Co-Coordinator, Poornima Institute of Engineering and Technology, Rajasthan, Jaipur, India; Department: Electrical and Electronics Engineering, Bolgatanga Technical University, Ghana","Hindawi Limited","Wireless Commun. Mobile Comput."
"https://www.scopus.com/pages/publications/85152230444?origin=resultslist","National Institute of Technology, Department of Electrical Engineering, Durgapur, India","Institute of Electrical and Electronics Engineers Inc.","Proc. Int. Conf. Cond. Assess. Techniques Electr. Syst., CATCON"
"https://www.scopus.com/pages/publications/85110015648?origin=resultslist","Food Systems PRISM Lab, University of British Columbia, 3247 University Way, Kelowna, V1V 1V7, BC, Canada; Faculty of Management, University of British Columbia, 1137 Alumni Avenue, Kelowna, V1V 1V7, BC, Canada","Elsevier Ltd","Agric. Syst."
"https://www.scopus.com/pages/publications/85122642977?origin=resultslist","Department of Energy Science and Engineering, Indian Institute of Technology Bombay, Mumbai, 400076, India","Elsevier Ltd","J. Energy Storage"
"https://www.scopus.com/pages/publications/85142894072?origin=resultslist","Indian Institute of Technology Roorkee, Department of Electrical Engineering, Roorkee, 247667, India","Institute of Electrical and Electronics Engineers Inc.","IEEE Glob. Conf. Comput., Power Commun. Technol., GlobConPT"
"https://www.scopus.com/pages/publications/85116899046?origin=resultslist","London Digital Twin Research Centre, Faculty of Science and Technology, Middlesex University, London, United Kingdom; Faculty of Building and Industrial Construction, National University of Civil Engineering, Hanoi, Viet Nam; Department of Bridge Engineering and Underground Infrastructure, Faculty of Civil Engineering, University of Transport and Communications, Hanoi, Viet Nam","Elsevier Ltd","Structures"
"https://www.scopus.com/pages/publications/85126554112?origin=resultslist","Department of Mathematics, Abdul Wali Khan University Mardan, Mardan, 23200, Pakistan; Comba Research and Development Laboratory, Faculty of Engineering, Universidad Santiago de Cali, Cali, 76001, Colombia; Department of Mathematics, College of Science and Humanities in Alkharj, Prince Sattam Bin Abdulaziz University, Al-Kharj, 11942, Saudi Arabia","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85119378543?origin=resultslist","Sustainable Energy and Environment Thrust, Function Hub, The Hong Kong University of Science and Technology, Guangzhou, China; Department of Mechanical and Aerospace Engineering, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong SAR, China","Elsevier Inc.","iScience"
"https://www.scopus.com/pages/publications/85112412471?origin=resultslist","Department of Electrical & Electronic Engineering, Imperial College London, London, SW7 2AZ, UK, United Kingdom; Department of Electrical Sustainable Energy, TU Delft, Mekelweg 5, Delft, 2628 CD, Netherlands; Department of Control Science and Engineering, Zhejiang University, Hangzhou, 310027, China","Elsevier B.V.","Energy. AI."
"https://www.scopus.com/pages/publications/85143135892?origin=resultslist","Huazhong University of Science and Technology, School of Naval Architecture and Ocean Engineering, Wuhan, China; Wuhan Second Ship Design and Research Institute, Wuhan, China","Institute of Electrical and Electronics Engineers Inc.","Glob. Reliab. Progn. Health Manag. Conf., PHM-Yantai"
"https://www.scopus.com/pages/publications/85119605465?origin=resultslist","Department of Electrical and Computer Engineering, Texas AM University, College Station, 77843, TX, United States; College of Engineering, Arkansas State University, Jonesboro, 72404, AR, United States; Department of Computer Science, Tennessee Technological University, Cookeville, 38505, TN, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/85104633634?origin=resultslist","State Grid Anyang Electric Power Company, Anyang, Henan, 455000, China; School of Electrical and Automation, Wuhan University, Wuhan, Hubei, 430072, China; Tus-Institute for Renewable Energy, Qinghai University, Xining, Qinghai, 810016, China; ReHub United Research and Consultation Co., Salmiya, 20004, Kuwait; Department of Electrical Engineering, University of Hail, Hail, 81451, Saudi Arabia; Electrical Engineering Department, Faculty of Engineering, Minia University, Minia, 61519, Egypt; Department of Electrical Engineering, Fuzhou University, Fuzhou, 350116, China","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/85147784795?origin=resultslist","National Institute of Technology Srinagar, Srinagar, Jammu and Kashmir, India","Institution of Engineering and Technology","Superconducting magn. Energy Storage in power. Grids"
"https://www.scopus.com/pages/publications/85107946843?origin=resultslist","Université Paris-Saclay, CEA, List, Palaiseau, F-91120, France","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85123910841?origin=resultslist","Department of Systems Engineering, Naval Postgraduate School, Monterey, 93940, CA, United States","MDPI","Infrastructures"
"https://www.scopus.com/pages/publications/85131143811?origin=resultslist","Power System Planning Division, Rajasthan Rajya Vidyut Prasaran Nigam, Ltd., Vidyut Bhawan, Japur, India; Department of Electrical and Computer Engineering, Hawassa University, Hawassa, Ethiopia; Electrical Engineering Department, School of Engineering, University of Petroleum and Energy Studies, Dehradun, India","Tech Science Press","Energy Eng"
"https://www.scopus.com/pages/publications/85130973640?origin=resultslist","Texas A&m University, Electrical Engineering, College Station, 77843, TX, United States; College Of Engineering, Arkansas State University, Jonesboro, 72404, AR, United States","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Electr. Electron. Eng., ICEEE"
"https://www.scopus.com/pages/publications/85118426077?origin=resultslist","Universidade Federal Do Piauí, Departamento de Computação, Teresina, Brazil; Universidade Federal de São Carlos, Departamento de Engenharia Elétrica, São Carlos, Brazil","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Smart Sustain. Technol., SpliTech"
"https://www.scopus.com/pages/publications/85146995143?origin=resultslist","University of Colorado, Department of Applied Mathematics, Boulder, United States; University of Colorado, Department of Electrical, Computer and Energy Engineering, The Department of Applied Mathematics, Boulder, United States","Institute of Electrical and Electronics Engineers Inc.","Proc IEEE Conf Decis Control"
"https://www.scopus.com/pages/publications/85104206008?origin=resultslist","Key Laboratory of Power System Intelligent Dispatch and Control, Ministry of Education, Shandong University, Jinan, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/85141528863?origin=resultslist","Electa-ESAT, Ku Leuven & Energy Ville, Genk, Belgium","IEEE Computer Society","IEEE Power Energy Soc. Gen. Meet."
"https://www.scopus.com/pages/publications/85117107703?origin=resultslist","RMIT University, 124 La Trobe St, Melbourne, 3000, VIC, Australia","Elsevier Ltd","Renew. Energy"
"https://www.scopus.com/pages/publications/85163165647?origin=resultslist","Center for Control, Dynamical Systems, and Computation, University of California, Santa Barbara, 93106, CA, United States; U.S. Army Research Laboratory, Adelphi, 20783, MD, United States","Neural information processing systems foundation","Adv. neural inf. proces. syst."
"https://www.scopus.com/pages/publications/85121500702?origin=resultslist","Advance Power Electronics Research Lab, Department of Electrical Engineering, Jamia Millia Islamia, New Delhi, India; Department of Electrical Power Engineering, Faculty of Electrical Engineering and Communication, Brno University of Technology, Brno, Czech Republic; Department of Energy, Aalborg University, Denmark","Elsevier Ltd","Heliyon"
"https://www.scopus.com/pages/publications/85113603987?origin=resultslist","ABB, Hoge Wei 27, Zaventem, 1930, Belgium; Vrije Universiteit Brussel (VUB), ETEC-MOBI, Pleinlaan 2, Brussels, 1050, Belgium; Vrije Universiteit Brussel (VUB), AI-lab, Pleinlaan 2, Brussels, 1050, Belgium; KU Leuven, ESAT-ELECTA, Kasteelpark Arenberg 10, Leuven, 3001, Belgium; KU Leuven, Department of Mech. Engineering (TME), Celestijnenlaan 300, Leuven, 3001, Belgium; EnergyVille, Genk, 3600, Belgium","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85124622060?origin=resultslist","Department of Mechanical and Aerospace Engineering, University of California, San Diego, 92094, CA, United States; Department of Mechanical Engineering, University of Kansas, Lawrence, 66045, KS, United States","Elsevier B.V.","IFAC-PapersOnLine"
"https://www.scopus.com/pages/publications/85129858985?origin=resultslist","Department of Electrical and Electronic Engineering, University of Hong Kong, Hong Kong, Hong Kong; College of Electrical and Information Engineering, Hunan University, Changsha, China; School of Electrical Engineering and Telecommunications, University of New South Wales, Kensington, NSW, Australia","Annual Reviews Inc.","Annu. Rev. Control. Robot. Auton. Syst."
"https://www.scopus.com/pages/publications/85136725658?origin=resultslist","Faculty of Energy and Power Engineering, South Ural State University, Chelyabinsk, 454 080, Russian Federation; Department of Electronics and Communication Engineering, Panimalar Engineering College, Chennai, 600 123, India; Department of Electrical and Electronics Engineering, Sri Sairam College of Engineering, Bangalore, 562 106, India; Department of Electrical & Electronics Engineering, Presidency University, Karnataka, Bengaluru, 560024, India; Faculty of Electrical & Computer Engineering, Jimma Institute of Technology, Jimma University, Ethiopia","Hindawi Limited","Wireless Commun. Mobile Comput."
"https://www.scopus.com/pages/publications/85111619906?origin=resultslist","Department of Electrical Power Engineering, Universiti Tenaga Nasional, Kajang, 43000, Selangor, Malaysia; Institute of Sustainable Energy, Universiti Tenaga Nasional, Kajang, 43000, Selangor, Malaysia; School of Electrical, Computer and Telecommunications Engineering, University of Wollongong, 2522, NSW, Australia; Centre for Green Technology, School of Civil and Environmental Engineering, University of Technology Sydney, 2007, NSW, Australia; School of Electrical Engineering and Telecommunications, The University of New South Wales, Sydney, 2052, NSW, Australia","Elsevier Ltd","J. Energy Storage"
"https://www.scopus.com/pages/publications/85142099958?origin=resultslist","Princeton University, Princeton, NJ, United States; Energinet, Fredericia, Denmark; Kth Royal Institute of Technology, Stockholm, Sweden","Institute of Electrical and Electronics Engineers Inc.","IEEE Int. Symp. Power Electron. Distrib. Gener. Syst., PEDG"
"https://www.scopus.com/pages/publications/85112515004?origin=resultslist","School of Economics and Management, Beijing University of Technology, Beijing, 100124, China; Research Base of Beijing Modern Manufacturing Development, School of Economics and Management, Beijing University of Technology, Beijing, 100124, China; School of Environment, Environmental and Ecological Engineering Institute, Guangdong University of Technology, Guangzhou, 510006, Guangdong, China; Professor and Canada Research Chair, Environmental Systems Engineering Program, Faculty of Engineering, University of Regina, Regina, S4S 0A2, Sask, Canada; Research Base of Beijing Modern Manufacturing Development, College of Economics and Management, Beijing University of Technology, Beijing, 100124, China","Elsevier Ltd","Energy Build."
"https://www.scopus.com/pages/publications/85134874265?origin=resultslist","School of Mechatronics & Vehicle Engineering, Zhengzhou University of Technology, Zhengzhou, 450044, China; Civil Engineering College, Zhengzhou University of Technology, Zhengzhou, 450044, China","Tech Science Press","Energy Eng"
"https://www.scopus.com/pages/publications/85098751923?origin=resultslist","School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada","IEEE Computer Society","IEEE Trans. Ind. Inf."
"https://www.scopus.com/pages/publications/85122992198?origin=resultslist","Data Science & Computational Intelligence Research Group, Universitas Medan Area, Medan, Indonesia; Petroleum Engineering Department, Australian College of Kuwait, West Mishref, Kuwait; Department of Earth Science, Faculty of Natural Science, University of Tabriz, Tabriz, 51666-16471, Iran; Data Science & Computational Intelligence Research Group, Universitas Sumatera Utara, Medan, Indonesia; Department of chemistry, Technical and Vocational University (TVU), Tehran, Iran","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/85118867730?origin=resultslist","Faculty of Information Science and Technology, Universiti Kebangsaan Malaysia, Bangi, 43600, Malaysia; Computer Centre Department, University of Fallujah, Anbar, 00964, Iraq; Department of Electrical Engineering, College of Engineering, University of Anbar, Anbar, 00964, Iraq","MDPI","Appl. Sci."
"https://www.scopus.com/pages/publications/85115724123?origin=resultslist","Department of Applied Informatics and Mathematics in Economics, Faculty of Economic Sciences and Management, Nicolaus Copernicus University in Torun, ul. Gagarina 13a, Torun, 87-100, Poland","MDPI","Energies"
"https://www.scopus.com/pages/publications/85120963333?origin=resultslist","Darmstadt University of Applied Sciences, Germany","Association for Computing Machinery, Inc","Proc. - CSCS: ACM Comput. Sci. Cars Symp."
"https://www.scopus.com/pages/publications/85106640495?origin=resultslist","Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran; Department of Electrical Engineering and Automation, Aalto University, Espoo, Finland; Visiting professor at Aalto University, Finland; Department of Energy Engineering, Sharif University of Technology, Tehran, Iran","Elsevier Ltd","Int J Electr Power Energy Syst"
"https://www.scopus.com/pages/publications/85147142771?origin=resultslist","Uspcase, National University of Science and Technology (NUST), Islamabad, Pakistan; University School for Advanced Studies, University of Messina, Iuss Pavia, Department of Engineering, Italy; University of Strathclyde, Department of Electronic & Electrical Engineering, Glasgow, United Kingdom","Institute of Electrical and Electronics Engineers Inc.","Int. Conf. Emerg. Trends Electr., Control, Telecommun. Eng., ETECTE - Proc."
"https://www.scopus.com/pages/publications/85119627034?origin=resultslist","School of Engineering and Technology, Asian Institute of Technology, Pathumthani, 12120, Thailand; Department of Electrical, Electronic and Systems Engineering, Universiti Kebangsaan Malaysia, Bangi, Selangor, 43600, Malaysia; Center for Automotive Research (CAR), Universiti Kebangsaan Malaysia, Bangi, Selangor, 43600, Malaysia; Department of Electrical and Electronic Engineering, Universiti Teknologi PETRONAS, Seri Iskandar, Perak, 32610, Malaysia; School of Electrical Engineering, College of Engineering Studies, Universiti Teknologi MARA, Shah Alam, Selangor, 40450, Malaysia; Department of Electrical and Electronic Engineering, Ahsanullah University of Science and Technology, Dhaka, 1208, Bangladesh; School of Geography, Geology and the Environment, Keele University, Staffordshire, ST5 5BG, United Kingdom; Faculty of Engineering, University of the Ryukyus, 1 Senbaru, Okinawa, 903-0213, Japan; Department of Electrical and Electronics Engineering, Thiagarajar College of Engineering, Madurai, 625015, India","MDPI","Sustainability"
"https://www.scopus.com/pages/publications/85124726069?origin=resultslist","U.S.-Pakistan Center for Advanced Studies in Energy (USPCAS-E), National University of Sciences and Technology (NUST), H-12 Campus, Islamabad, Pakistan; Department of Electrical Engineering, Mirpur University of Science and Technology, Mirpur, Pakistan; Institute for Innovation in Sustainable Engineering, University of Derby, Derby, DE22 1GB, United Kingdom; Department of Electrical and Computer Engineering, Shaqra University, Riyadh, Saudi Arabia; Department of Electrical Engineering, College of Engineering, Majmaah University, Al-Majmaah, Saudi Arabia","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85132691291?origin=resultslist","Huazhong University of Science and Technology, School of Mechanical Science and Engineering, Wuhan, 430074, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85123633321?origin=resultslist","School of Computing, College of Arts and Science, Universiti Utara Malaysia, Sintok Kedah, Malaysia; Department of Computer Science, College of Computing and Information Technology, Hadhramout University, Hadhramout, Yemen","IOS Press BV","Intell. Data Anal."
"https://www.scopus.com/pages/publications/85163747555?origin=resultslist","Princeton University, United States; Iowa State University, United States; Siemens Technology","ML Research Press","Proc. Mach. Learn. Res."
"https://www.scopus.com/pages/publications/85105878406?origin=resultslist","Department of Civil Engineering, College of Engineering, University of Diyala, Diyala Governorate, Iraq; Department of Water Engineering and Hydraulic Structures, Faculty of Civil Engineering, Semnan University, Semnan, Iran; Faculty of Engineering, Department of Civil Engineering, Baze University, Abuja, Nigeria; Department of Electrical and Electronic, Kano University of Science and Technology, Wudil, Nigeria; Institute of Energy Infrastructure (IEI), Universiti Tenaga Nasional (UNITEN), Kajang, 43000, Selangor, Malaysia; Civil Engineering Department, Faculty of Engineering, University of Malaya, Kuala Lumpur, Malaysia","Springer Science and Business Media Deutschland GmbH","Stoch. Environ. Res. Risk Assess."
"https://www.scopus.com/pages/publications/85113969799?origin=resultslist","Engineering Management & Systems Engineering, George Washington University, Washington D.C., United States; Data Science, Columbian College of Arts and Sciences, George Washington University, Washington D.C., United States; National University of Singapore (NUS), Department of Chemical and Biomolecular Engineering, Singapore","Elsevier Ltd","Adv. Appl. Energy"
"https://www.scopus.com/pages/publications/85114741249?origin=resultslist","Department of Electrical Engineering, Northeast Electric Power University, Jilin, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Sustainable Energy"
"https://www.scopus.com/pages/publications/85110579734?origin=resultslist","Aerothermochemistry and Combustion Systems Laboratory, ETH Zurich, Sonneggstrasse 3, Zürich, 8092, Switzerland; Swiss Federal Laboratories for Materials Science and Technology (Empa), Überlandstrasse 129, Dübendorf, 8600, Switzerland","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/85117751804?origin=resultslist","College of Electrical Engineering, Guangxi University, Nanning, Guangxi, 530004, China; Institute of Artificial Intelligence, Guangxi University, Nanning, Guangxi, 530004, China","Elsevier Ltd","Eng Appl Artif Intell"
"https://www.scopus.com/pages/publications/85117256514?origin=resultslist","Department of Electrical and Electronics Engineering, K. Ramakrishnan College of Engineering, Tiruchirapalli, India; Department of Electrical and Electronics Engineering, Anna University, Chennai, India; Department of Electronics and Communication Engineering, Anna University, Chennai, India","John Wiley and Sons Ltd","Int. Trans. Elecr. Energy Sys."
"https://www.scopus.com/pages/publications/85119908826?origin=resultslist","Department of Mechanical and Aerospace Engineering, University of California, Irvine, 92697-3550, CA, United States; George Mason University, Fairfax, 22030, VA, United States","MDPI","Appl. Sci."
"https://www.scopus.com/pages/publications/85094318863?origin=resultslist","Zs Associates, Kharadi, Pune, India; International Institute of Information Technology - Bangalore, Bangalore, India","Association for Computing Machinery","ACM Comput Surv"
"https://www.scopus.com/pages/publications/85141413665?origin=resultslist","University of Alberta, Department of Civil and Environmental Engineering, Edmonton, T6G 2E3, AB, Canada; University of Alberta, Department of Mathematical and Statistical Sciences, Edmonton, T6G 2G1, AB, Canada","Polska Akademia Nauk","Arch. Min. Sci."
"https://www.scopus.com/pages/publications/85114732782?origin=resultslist","State Key Laboratory of Alternate Electrical Power System with Renewable Energy Sources, North China Electric Power University, Beijing, China; Department of Electrical Engineering, The Hong Kong Polytechnic University, Hong Kong; Illinois Institute of Technology, Chicago, IL, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Ind Appl"
"https://www.scopus.com/pages/publications/85111865292?origin=resultslist","Department of Electrical and Electronics Engineering, National Institute of Technology Karnataka, Surathkal, India","John Wiley and Sons Ltd","Int. J. Energy Res."
"https://www.scopus.com/pages/publications/85144804576?origin=resultslist","Institute of Power Engineering, Universiti Tenaga Nasional, Selangor, Kajang, 43000, Malaysia; Asset Management, TNB, Asset Strategy and Policies, Tenaga Nasional Berhad (TNB) Distribution Division, Kuala Lumpur, 59200, Malaysia","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85129670178?origin=resultslist","Shiraz University of Technology, Department Electrical and Electronics Engineering, Shiraz, 71557-13876, Iran; Shiraz University, Faculty of Electrical and Computer Engineering, Shiraz, 71946-84636, Iran; Lappeenranta-Lahti University of Technology (LUT), School of Energy Systems, Lappeenranta, 53850, Finland; Islamic Azad University, Marvdasht Branch, Department of Electrical Engineering, Marvdasht, 73711-13119, Iran","Institute of Electrical and Electronics Engineers Inc.","IEEE Access"
"https://www.scopus.com/pages/publications/85150654272?origin=resultslist","Arizona State University, Tempe, 85287, AZ, United States; University of Illinois Urbana-Champaign, Champaign, 61820, IL, United States","Neural information processing systems foundation","Adv. neural inf. proces. syst."
"https://www.scopus.com/pages/publications/85125383844?origin=resultslist","Department of Computer Science and Software Engineering, International Islamic University, Islamabad, 44000, Pakistan; Department of Computer Science and Engineering, Oakland University, Rochester, MI, United States; Information Systems Department, College of Computer and Information Sciences, Imam Mohammad Ibn Saud Islamic University (IMSIU), Riyadh, Saudi Arabia","Tech Science Press","Comput. Mater. Continua"
"https://www.scopus.com/pages/publications/85140732831?origin=resultslist","Pacific Northwest National Laboratory, Richland, 99352, WA, United States; Florida Atlantic University, Boca Raton, 33431, FL, United States","Institute of Electrical and Electronics Engineers Inc.","Proc Int Jt Conf Neural Networks"
"https://www.scopus.com/pages/publications/85173575946?origin=resultslist","Eindhoven University of Technology, Netherlands; University of Twente, Netherlands; University of Twente, Eindhoven University of Technology, Netherlands; University of Texas at Austin, Sony AI, United States","AAMAS","ALA - Adapt. Learn. Agents Workshop AAMAS"
"https://www.scopus.com/pages/publications/85121348887?origin=resultslist","Department of Information Engineering, University of Florence, Via di S. Marta 3, Firenze, 50139, Italy","MDPI","Energies"
"https://www.scopus.com/pages/publications/85143388840?origin=resultslist","Jinan University, Energy and Electricity Research Center, Zhuhai, China","Institute of Electrical and Electronics Engineers Inc.","I CPS Asia - IEEE IAS Ind. Commer. Power Syst. Asia"
"https://www.scopus.com/pages/publications/85108214028?origin=resultslist","Electrical and Electronics Engineering, Anna University, Chennai, Tamil Nadu, India; Electronics and Communication Engineering, Anna University, Chennai, Tamil Nadu, India; Department of Electrical & Electronics Engineering, Prasad V. Potluri Siddhartha Institute of Technology, Vijayawada, Andhra Pradesh, India","Springer","Process. Integr. Optim. Sustain."
"https://www.scopus.com/pages/publications/85107716301?origin=resultslist","King Abdulaziz University, Faculty of Applied Studies, Saudi Arabia; Department of Physics, Analysis and Treatment of Electrical and Energy Systems Unit, Faculty of Sciences of Tunis El Manar, Tunisia","Ain Shams University","Ain Shams Eng. J."
"https://www.scopus.com/pages/publications/85117367279?origin=resultslist","DISA-MIS Department, University of Salerno, Fisciano, 84084, Italy; ASU School of Computing, Informatics, and Decision System Engineering, Arizona State University, Tempe, 85281, AZ, United States; Department of Data Science & Computational Intelligence Research Group, Universitas Sumatera Utara, Medan, 20222, Indonesia; University of Houston-Clear Lake, Department of Science and Engineering, Houston, 77058, TX, United States; Data Science & Computational Intelligence Research Group, Universitas Medan Area, Medan, 20112, Indonesia; Department of Mathematics, College of Science, King Saud University, Riyadh, 11451, Saudi Arabia; Department of Environmental Science and Engineering, Government College University, Faisalabad, 38000, Pakistan; Department of Biological Sciences and Technology, China Medical University, Taichung, 40402, Taiwan; Department of Computer Engineering, College of Engineering and Computer Science, Lebanese French University, Kurdistan Region, Erbil, 44001, Iraq; Department of Software and Informatics Engineering, Salahaddin University-Erbil, Kurdistan Region, Erbil, 44001, Iraq","Multidisciplinary Digital Publishing Institute (MDPI)","Sustainability"
"https://www.scopus.com/pages/publications/85110343382?origin=resultslist","ESPACE-DEV, Univ Montpellier, IRD, Univ Antilles, Univ Guyane, Univ Réunion, Montpellier, France; ESPACE-DEV, Univ Guyane, Univ Montpellier, IRD, Univ Antilles, Univ Réunion, Cayenne, France","Elsevier Ltd","Appl. Energy"
