"Link","Affiliations","Publisher","Abbreviated Source Title"
"https://www.scopus.com/pages/publications/105031627095?origin=resultslist","King Abdullah University of Science and Technology (KAUST), Computer, Electrical and Mathematical Sciences and Engineering (CEMSE) Division, Thuwal, 23955, Saudi Arabia; University of Warwick, School of Engineering, Coventry, CV4 7AL, United Kingdom; National Grid Partners, London, WC2N 5EH, United Kingdom","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/105046788272?origin=resultslist","Dongbei University of Finance and Economics, Dalian, 116025, China; Meizhou Power Supply Bureau of Guangdong Power Grid Co., Ltd., Guangdong, Meizhou, 514000, China","River Publishers","Distrib. Gener. Altern. Energy J."
"https://www.scopus.com/pages/publications/105024774369?origin=resultslist","Computer Science Department, School of Computer Science, Bina Nusantara University, Jln. Raya Kebon Jeruk, Jakarta, 11480, Indonesia; Department of Statistics, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Jln. Raya ITS, Surabaya, 60111, Indonesia","Universitas Pattimura","Barekeng"
"https://www.scopus.com/pages/publications/105045169981?origin=resultslist","Key Laboratory of Metallurgical Equipment and Control Technology, Ministry of Education, Wuhan University of Science and Technology, Wuhan, 430081, China; Hubei Key Laboratory of Mechanical Transmission and Manufacturing Engineering, Wuhan University of Science and Technology, Wuhan, 430081, China; School of Automation Science and Electrical Engineering, Beihang University, Beijing, 100191, China; Equipment Management Department of Wuhan Iron and Steel Company Limited, Wuhan, 430083, China; Digital Twin International Research Center, International Research Institute for Multidisciplinary Sciences, Beihang University, Beijing, 100191, China","Elsevier Ltd","J. Clean. Prod."
"https://www.scopus.com/pages/publications/105048838804?origin=resultslist","School of Mechanical and Electrical Engineering, University of Electronic Science and Technology of China, Chengdu, 611731, China","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105047645105?origin=resultslist","Iowa State University, Department of Electrical and Computer Engineering, Ames, IA, United States","Nature Research","Nat. Commun."
"https://www.scopus.com/pages/publications/105049056183?origin=resultslist","Southeast University, Electrical Engineering Department, Nanjing, 210096, China; State Grid Beijing Electric Power Research Institute, Beijing, 100075, China; China Datang Corporation Technology Innovation Co., Ltd., Baoding, 071700, China; University of Missouri, Department of Electrical Engineering and Computer Science, Columbia, 65211, MO, United States","Institute of Electrical and Electronics Engineers Inc.","Prot. Cont. Mod. Power Sys."
"https://www.scopus.com/pages/publications/105042074412?origin=resultslist","Leopoldo Américo Miguez de Mello Research and Development Center (CENPES), Avenida Horácio Macedo, Cidade Universitária, 950, Ilha do Fundão, RJ, Rio de Janeiro, 21941-915, Brazil; National Institute of Metrology, Quality and Technology (INMETRO), Av. Nossa Senhora das Graças, 50, Xerém, RJ, Duque de Caxias, 25250-020, Brazil; Fluminense Federal University, Institute of Chemistry, Outeiro de São João Batista, s/n° - Campus do Valonguinho – Centro, RJ, Niterói, 24020-141, Brazil; Federal University of Espirito Santo, Research Group for Studies on Flow and Measurements of Oil and Gas (NEMOG), Av Fernando Ferrari, 514 Campus Universitário de Goiabeiras, ES, Vitória, Brazil","Elsevier Ltd","Flow. Meas. Instrum."
"https://www.scopus.com/pages/publications/105042369356?origin=resultslist","School of Mechanical and Aerospace Engineering, National Key Laboratory of Automotive Chassis Integration and Bionics, Jilin Univ., Changchun, 130025, China; School of Mechanical and Aerospace Engineering, National Key Laboratory of Automotive Chassis Integration and Bionics, Jilin Univ., Changchun, 130025, China; School of Information and Control Engineering, China Univ. of Mining and Technology, Xuzhou, 221100, China; School of Mechanical and Vehicle Engineering, Changchun Univ., Changchun, 130022, China; Shenyang Branch, China General Technology (Group) Machine Tool Engineering Research Institute Co., Ltd., Shenyang, 110142, China; School of Mechanical and Vehicle Engineering, Changchun Univ., Changchun, 130022, China","American Society of Civil Engineers (ASCE)","J Constr Eng Manage"
"https://www.scopus.com/pages/publications/105046013745?origin=resultslist","Department of Electrical Engineering, Universidad de Zaragoza, C/María de Luna 3, Zaragoza, 50018, Spain","Elsevier Ltd","Sustain. Energy Grids Netw."
"https://www.scopus.com/pages/publications/105045163090?origin=resultslist","Department of Motor Vehicle Engineering, Ethiopian Defence University, Bishoftu, Ethiopia; Department of Mechanical Engineering, Adama Science and Technology University, Adama, Ethiopia","Elsevier B.V.","Result.  Eng."
"https://www.scopus.com/pages/publications/105048329443?origin=resultslist","Electrical & Electronics Engineering Department, Faculty of Engineering, Mersin University, P.O. Box 33343, Mersin, Turkey","Multidisciplinary Digital Publishing Institute (MDPI)","Biomimetics"
"https://www.scopus.com/pages/publications/105042050451?origin=resultslist","Department of Electrical Engineering, College of Engineering, Prince Sattam bin Abdulaziz University, Al Kharj, 16278, Saudi Arabia; Department of Electrical Engineering, Faculty of Engineering, Suez University, P.O. Box: 43221, Suez, Egypt","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105048694282?origin=resultslist","Department of Electrical Engineering, Tsinghua University, Beijing, 100084, China; State Key Laboratory of Power System Operation and Control, Tsinghua University, Beijing, 100084, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105043284331?origin=resultslist","Department of Electrical, Computer & Energy Engineering, University of Colorado Boulder, Boulder, United States; Renewable and Sustainable Energy Institute (RASEI), University of Colorado Boulder, Boulder, United States; Department of Civil, Environmental and Architectural Engineering (CEAE), University of Colorado Boulder, Boulder, United States","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105045658375?origin=resultslist","Department of Electrical Engineering, Universitas Negeri Makassar, Makassar, Indonesia","Elsevier Ltd","e-Prime - Nexus Electr. Elec. Intell. Eng."
"https://www.scopus.com/pages/publications/105041196525?origin=resultslist","College of Astronautics, Nanjing University of Aeronautics and Astronautics, Jiangsu, Nanjing, China; Institute for Water Futures, Fenner School of Environment and Society, Australian National University, Canberra, Australia; Institute for Water Futures, Mathematical Sciences Institute, Australian National University, Canberra, Australia; State Key Laboratory of Climate System Prediction and Risk Management, Nanjing Normal University, Jiangsu, Nanjing, China; Key Laboratory of Virtual Geographic Environment (Ministry of Education of PR China), Nanjing Normal University, Jiangsu, Nanjing, China; Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing Normal University, Jiangsu, Nanjing, China","Elsevier Ltd","Environ. Model. Softw."
"https://www.scopus.com/pages/publications/105039670343?origin=resultslist","School of Electrical Engineering and Computer Science (EECS), The University of Queensland, St Lucia, QLD 4072, Australia; School of Engineering and Built Environment, Griffith University, QLD, Australia; Department of Electrical and Electronics Engineering, Thiagarajar College of Engineering, Tamil Nadu, Madurai, India","Elsevier Ltd","Energy Convers. Manage."
"https://www.scopus.com/pages/publications/105046878188?origin=resultslist","Sun Yat-sen University, Guangzhou, China; State Grid Economic and Technological Research Institute Co., Ltd, Beijing, China","Elsevier Ltd","Sustain. Energy Grids Netw."
"https://www.scopus.com/pages/publications/105034818658?origin=resultslist","Center for Artificial Intelligence Technology, Faculty of Information Science and Technology, University Kebangsaan Malaysia, Selangor, Bangi, Malaysia; Prince Abdullah Bin Ghazi Faculty of Information and Communication Technology, Al-Balqa Applied University, Al-Salt, Jordan; Software Engineering Department, Faculty of Information Technology, Aqaba University of Technology, Aqaba, Jordan; Department of Robotics and Artificial Intelligence, Faculty of Information Technology, Jadara University, Irbid, Jordan; College of Engineering and Technology, American University of the Middle East, Egaila, 54200, Kuwait","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105039703694?origin=resultslist","Department of Electrical Engineering, Stanford University, 350 Jane Stanford Way, Stanford, 94305, CA, United States; Department of Civil and Environmental Engineering, Stanford University, 473 Via Ortega, Stanford, 94305, CA, United States","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105032693124?origin=resultslist","Wuhan University, School of Electrical Engineering and Automation, Wuhan, 430072, China; CSG Control Center, Guangzhou, 510663, China; National Renewable Energy Laboratory, Power Systems Engineering Center, Golden, 80401, CO, United States; University of Denver, Department of Electrical and Computer Engineering, Denver, 80208, CO, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/105041621936?origin=resultslist","Department of Rheumatology and Immunology, Ningbo Medical Center Lihuili Hospital, Lihuili Hospital of Ningbo University, Ningbo, 315040, China; Department of Computer Science and Artificial intelligence, Wenzhou University, Wenzhou, 325035, China; School of Computer Science, Sydney University, Sydney, NSW, Australia; Ningbo Institute of Innovation for Combined Medicine and Engineering, Ningbo Medical Center Lihuili Hospital, Ningbo, 315040, China","Elsevier B.V.","Neurocomputing"
"https://www.scopus.com/pages/publications/105039312271?origin=resultslist","Department of Electrical Engineering, COMSATS University Islamabad, Abbottabad Campus, Pakistan; School of Engineering, University of Wollongong, New South Wales, Wollongong, Australia; Division of Industrial Electrical Engineering and Automation, Faculty of Engineering, Lund University, Box 117, Lund, SE-221 00, Sweden","Elsevier Ltd","Energy Convers. Manage.  X"
"https://www.scopus.com/pages/publications/105042278119?origin=resultslist","Electrical Engineering, Faculty of Electrical Engineering, Shahid Beheshti University, Tehran, Iran","Elsevier Ltd","e-Prime - Nexus Electr. Elec. Intell. Eng."
"https://www.scopus.com/pages/publications/105049196143?origin=resultslist","School of Automotive Engineering, Hunan Industry Polytechnic, Changsha, China; Department of Biosciences, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, 602 105, India; School of Computing and Augmented Intelligence, Arizona State University, Tempe, 85281, AZ, United States; Applied Science Research Center, Applied Science Private University, Amman, Jordan","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105046363199?origin=resultslist","State Key Laboratory of Internet of Things for Smart City, University of Macau, Macao SAR, 999078, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105048502414?origin=resultslist","Department of Electrical Engineering, Shahid Beheshti University, Tehran, Iran; Independent Researcher, Guilan, Lahijan, Iran","Elsevier Ltd","Energy Rep."
"https://www.scopus.com/pages/publications/105042637815?origin=resultslist","School of Engineering and Built Environment, Griffith University, Australia","Elsevier Ltd","Energy Convers. Manage."
"https://www.scopus.com/pages/publications/105049047366?origin=resultslist","School of Engineering and Applied Sciences, Harvard University, 02138, MA, United States; Department of Electrical and Computer Engineering, Isfahan University of Technology, Isfahan, 8415683111, Iran","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105035492413?origin=resultslist","Eindhoven University of Technology, Department of Electrical Engineering, Eindhoven, MB 5600, Netherlands; Eindhoven University of Technology, Department of Industrial Engineering and Innovation Sciences, Eindhoven, MB 5600, Netherlands","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/105045178221?origin=resultslist","Department of Electrical Engineering, University of Zanjan, Zanjan, Iran","Elsevier B.V.","Result.  Eng."
"https://www.scopus.com/pages/publications/105030388875?origin=resultslist","School of Electrical Engineering and Electronic Information, Xihua University, Chengdu, 610039, China","Springer","J. Membr. Comput."
"https://www.scopus.com/pages/publications/105027276763?origin=resultslist","Zhejiang Provincial Key Laboratory of Island Green Energy and New Materials, Taizhou University, Zhejiang, 318000, China; Huayuan Zhonghe Technology Co., Ltd., Taizhou, 318001, China; Electric Power Research Institute of Guizhou Power Grid Co., Ltd., Guiyang, 550002, China","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105036505335?origin=resultslist","Energy Department, Politecnico Di Milano, Italy; Université Clermont Auvergne, Clermont Auvergne INP, CNRS, Institut Pascal, France; Centre de Recherche sur les Risques et les Crises, Mines Paris - PSL, France","Elsevier Ltd","Reliab Eng Syst Saf"
"https://www.scopus.com/pages/publications/105048889173?origin=resultslist","Boston University, Boston, 02215, MA, United States","Springer Science and Business Media Deutschland GmbH","Lect. Notes Comput. Sci."
"https://www.scopus.com/pages/publications/105043375319?origin=resultslist","Technical University of Munich (TUM), Munich, Germany; Forschungsgesellschaft für Energiewirtschaft e.V. (FfE), Munich, Germany; TU Dortmund University, Dortmund, Germany","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105045044811?origin=resultslist","South China University of Technology, Guangzhou, China; Nanning Power Supply Bureau, China Southern Power Grid Guangxi Power Grid Co Ltd, Nanning, China; Zhejiang University, Hangzhou, China","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105046318357?origin=resultslist","Department of Electrical Engineering, Amirkabir University of Technology, Tehran, Iran; Department of Electrical Engineering and Computer Science, York University, Toronto, Canada","Elsevier Ltd","Energy Convers. Manage.  X"
"https://www.scopus.com/pages/publications/105045037168?origin=resultslist","Department of Chemical Engineering, Indian Institute of Technology Kanpur, Uttar Pradesh, Kanpur, India","Elsevier Ltd","J. Energy Storage"
"https://www.scopus.com/pages/publications/105036693832?origin=resultslist","Zhejiang University, College of Electrical Engineering, Hangzhou, 310027, China; Imperial College London, Department of Electrical and Electronic Engineering, London, SW7 2AZ, United Kingdom; Guangxi University, School of Electrical Engineering, Nanning, 530004, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/105041616213?origin=resultslist","Centre for Theoretical Physics and Natural Philosophy, Nakhonsawan Studiorum for Advanced Studies, Mahidol University, Nakhonsawan, 60130, Thailand; Centre for Research Impact & Outcome, Chitkara University Institute of Engineering and Technology, Chitkara University, Punjab, Rajpura, 140401, India; The Institute for Fundamental Study IF), Naresuan University, Phitsanulok, 65000, Thailand; NanoBioTech Laboratory, Department of Chemistry, Florida Polytechnic University, Lakeland, 33805, FL, United States","Elsevier B.V.","Adv Colloid Interface Sci"
"https://www.scopus.com/pages/publications/105046483985?origin=resultslist","Ministry of Electricity and Renewable Energy, Cairo, 11517, Egypt; School of Mechanical and Electrical Engineering, Quanzhou University of Information Engineering, Quanzhou, China; Department of Electrical Engineering, Faculty of Engineering, Aswan University, Aswan, 81542, Egypt; IREC Catalonia Institute for Energy Research, Sant Adrià de Besòs, Barcelona, 08930, Spain","Springer Science and Business Media Deutschland GmbH","Evol. Intelligence"
"https://www.scopus.com/pages/publications/105039320916?origin=resultslist","Department of Civil, Architectural and Environmental Engineering, University of Naples Federico II, Naples, Italy; Institute of Transport and Logistics Studies, University of Sydney Business School University of Sydney, Darlington, Australia; School of Computer Science and Engineering, University of New South Wales, University of Sydney, Camperdown, Australia; Department of Economics, Management and Business Law, University of Bari Aldo Moro, Bari, Italy","Springer Science and Business Media Deutschland GmbH","Eur. Transp. Res. Rev."
"https://www.scopus.com/pages/publications/105037731978?origin=resultslist","College of Chemistry, Zhengzhou University, 100 Science Road, Zhengzhou, 450001, China; College of Science, Henan Agricultural University, 95 Wenhua Road, Zhengzhou, 450002, China; Center for Carbon-based Electronics and Key Laboratory for the Physics and Chemistry of Nanodevices, School of Electronics, Peking University, Beijing, 100871, China; Institute of Chemical Industry of Forest Products, Chinese Academy of Forestry, 16 Suojinwucun, Nanjing, 210042, China","Elsevier B.V.","Coord. Chem. Rev."
"https://www.scopus.com/pages/publications/105048875080?origin=resultslist","School of Electrical and Electronic Engineering, Engineering Campus, Universiti Sains Malaysia (USM), Nibong Tebal, Penang, 14300, Malaysia; Graduate College of Sustainability and Green Energy, National Central University, No. 300, Zhongda Rd., Zhongli District, Taoyuan City, 32001, Taiwan","Elsevier Ltd","Appl. Energy"
"https://www.scopus.com/pages/publications/105044871475?origin=resultslist","Dept. of Electrical Engineering, Quantum Information Center, Chung Yuan Christian University, Taoyuan, 32023, Taiwan; Dept. of Electrical Engineering, Net Zero Transition & Sustainability Center, Chung Yuan Christian University, Taoyuan, 32023, Taiwan","Elsevier Ltd","Mach. Learn. Appl."
"https://www.scopus.com/pages/publications/105032811704?origin=resultslist","Southeast University, School of Electrical Engineering, Nanjing, 210096, China","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans. Smart Grid"
"https://www.scopus.com/pages/publications/105045409516?origin=resultslist","Rotterdam School of Management, Erasmus University, Rotterdam, Netherlands; Hydrology and Reservoir Engineering Department, Geological Survey of the Netherlands, TNO, Utrecht, Netherlands; Heat Transfer and Fluid Dynamics Department, TNO, Rijswijk, Netherlands","Elsevier Ltd","Energy Convers. Manage."
"https://www.scopus.com/pages/publications/105042853746?origin=resultslist","Beijing Key Laboratory of Multimedia and Intelligent Software Technology, Beijing Institute of Artificial Intelligence, School of Information Science and Technology, Beijing University of Technology, Beijing, 100124, China; Beijing Electric Power Science & Smart Chip Technology Co., Ltd, Beijing, 100192, China","Elsevier Ltd","Energy"
"https://www.scopus.com/pages/publications/105043767636?origin=resultslist","Department of Electrical Engineering, Stanford University, Stanford, United States; Institut für Physik, Humboldt-Universität zu Berlin, Berlin, Germany","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105042875219?origin=resultslist","KU Leuven, Dept. Electrical Engineering (ESAT) - Electa, Leuven, Belgium; Etch-EnergyVille, Thor Park 8310, Genk, Belgium; University of São Paulo, Dept. of Electrical and Computing Engineering, São Carlos, Brazil","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105039006859?origin=resultslist","Smart Grid Research Group, Sustainable Energy and Power Systems Research Center, Research Institute of Sciences and Engineering (RISE), Department of Electrical Engineering, University of Sharjah, Sharjah, United Arab Emirates; Department of Electrical Engineering, Tshwane University of Technology, Pretoria, South Africa; Department of Electrical Engineering, Omdurman Islamic University, Omdurman, Sudan; Department of Sustainable and Renewable Energy Engineering, University of Sharjah, Sharjah, United Arab Emirates; Department of Electrical, Electronic and Computer Engineering, University of Pretoria, Pretoria, South Africa; Department of Electrical and Computer Engineering, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105038655319?origin=resultslist","Chongqing University, State Key Laboratory of Power Transmission Equipment Technology, Chongqing, 400044, China; The University of Tulsa, Department of Electrical and Computer Engineering, Tulsa, 74104, OK, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Electron"
"https://www.scopus.com/pages/publications/105043089532?origin=resultslist","School of Civil Engineering, Central South University, Changsha, 410075, China; School of Civil Engineering, Southwest Jiaotong University, Chengdu, 611756, China","Elsevier Ltd","Structures"
"https://www.scopus.com/pages/publications/105030481536?origin=resultslist","Prince Abdullah Bin Ghazi Faculty of Information and Communication Technology, Al-Balqa Applied University, Al-Salt, Jordan; Artificial Intelligence Department, Faculty of Information Technology, Aqaba, Jordan; Department of Robotics and Artificial Intelligence, Faculty of Information Technology, Jadara University, Irbid, Jordan; Department of Management Information System (MIS), Gulf University for Science and Technology, Kuwait City, Kuwait","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105043037905?origin=resultslist","Centre d‘Innovació Tecnológica en Convertidors Estátics i Accionaments(CITCEA), Universitat Politécnica de Catalunya .  Barcelona Tech (UPC), Barcelona, Spain","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105029236245?origin=resultslist","Electrical Engineering Department, Faculty of Engineering, Mansoura University, El-Mansoura, 35516, Egypt","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105048137738?origin=resultslist","Frontier Institute of Science and Technology, Xi’an Jiaotong University, Xi’an, 710049, China; The MOE KLINNS Laboratory, Faculty of Electronic and Information Engineering, Xi’an Jiaotong University, Xi’an, 710049, China; China Mobile System Integration Co.,Ltd., Beijing, 100032, China; The Center for Intelligent and Networked Systems, Department of Automation, Tsinghua University, Beijing, 100084, China; The School of Automation Science and Engineering, Faculty of Electronic and Information Engineering, Xi’an Jiaotong University, Xi’an, Shaanxi, 710049, China","Elsevier Ltd","Expert Sys Appl"
"https://www.scopus.com/pages/publications/105048465185?origin=resultslist","Research Center STIS, M2CS, Department of Applied Mathematics and Informatics, ENSAM, Mohammed V University, Rabat, Morocco; C3S Laboratory, Higher School of Technology, Hassan II University of Casablanca, Casablanca, Morocco; Department of Mechanical Engineering, Faculty of Engineering, King Abdulaziz University, Jeddah, Saudi Arabia","Elsevier Ltd","Adv Eng Software"
"https://www.scopus.com/pages/publications/105042350660?origin=resultslist","Center for Power and Energy Systems, INESC TEC, Faculty of Engineering, University of Porto, Porto, Portugal","Springer","Smart Grids Sustain. Energy"
"https://www.scopus.com/pages/publications/105028189942?origin=resultslist","Department of Mathematics, School of Advanced Sciences, Vellore Institute of Technology, Vellore, 632014, India; Department of Computational Intelligence, School of Computer Science and Engineering, Vellore Institute of Technology, Vellore, 632014, India","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105026339556?origin=resultslist","State Key Laboratory of Optoelectronic Materials and Devices, Institute of Semiconductors, Chinese Academy of Sciences, Beijing, China; Center of Materials Science and Optoelectronics Engineering, University of Chinese Academy of Sciences, Beijing, China; School of Electronic, Electrical and Communication Engineering, University of Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Information Photonics and Optical Communications and School of Science, Beijing University of Posts and Telecommunications, Beijing, China; Ising Intelligent Technology Co. Ltd., Beijing, China","Springer Nature","Light Sci. Appl."
"https://www.scopus.com/pages/publications/105047162016?origin=resultslist","Department of Electrical Engineering, NFC Institute of Engineering and Fertilizer Research, Faisalabad, 38090, Pakistan; Department of Electrical Power Engineering, U.S.-Pakistan Center for Advanced Studies in Energy (USPCAS-E), National University of Sciences and Technology (NUST), H-12, Islamabad, 44000, Pakistan; Department of Mechanical and Manufacturing Engineering, Pak-Austria Fachhochschule: Institute of Applied Sciences and Technology, Haripur, 22621, Pakistan; International Research on Energy system integration, Education, and Environment for Sustainability and Innovation (IRESI) Centre, School of Business, Maynooth University, Co. Kildare, Maynooth, W23 HW31, Ireland","Elsevier B.V.","Result.  Eng."
"https://www.scopus.com/pages/publications/105046591197?origin=resultslist","School of Civil Engineering, Chongqing University, Chongqing, 400045, China; Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University, 999077, Hong Kong; Department of Civil and Environmental Engineering, Engineering Research Center for Advanced Technology for Large Structural Systems (ATLSS Center), Lehigh University, Bethlehem, PA, United States","Elsevier Ltd","Reliab Eng Syst Saf"
"https://www.scopus.com/pages/publications/105037933062?origin=resultslist","Department of Electrical Engineering, Gomal University, Dera Ismail Khan, 29050, Pakistan; Department of Electrical Engineering, Nazeer Hussain University, Sindh, Karachi, Pakistan; School of Electrical Engineering, Shandong University, Jinan, 44000, China","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105044838639?origin=resultslist","Department of Electrical and Electronics Engineering, Amrita School of Engineering, Coimbatore, Amrita Vishwa Vidyapeetham, India; Manisa Celal Bayar University, Department of Electrical Engineering, Manisa, Turkey; National University of Science and Technology POLITEHNICA Bucharest, Department of Power Systems, Bucharest, Romania","Elsevier B.V.","Eng. Sci. Technol. Int. J."
"https://www.scopus.com/pages/publications/105036587406?origin=resultslist","Dartmouth College, Thayer School of Engineering, Hanover, 03755, NH, United States; Argonne National Laboratory, Mathematics and Computer Science Division, Lemont, 60439, IL, United States; Lawrence Livermore National Laboratory, Center for Applied Scientific Computing, Livermore, 94550, CA, United States","Institute of Electrical and Electronics Engineers Inc.","IEEE Trans Power Syst"
"https://www.scopus.com/pages/publications/105041295071?origin=resultslist","College of Electrical and Information Engineering, Hunan University, Changsha, 410082, China; Electric Power Research Institute of Guangxi Power Grid Co., Ltd., Nanning, 530023, China; Hubei Flywheel Energy Storage Technology Co., Ltd., Wuhan, 430074, China; Zhongshan Power Supply Bureau of Guangdong Power Grid Co., Lid., Zhongshan, 528400, China","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105047531010?origin=resultslist","School of Mathematics and Statistics, HNP-LAMA, Central South University, Hunan, Changsha, 410083, China; Mathematical Innovation and Applications Research Group, Department of Mathematics, Sule Lamido University, PMB 048, Kafin Hausa, Nigeria; Department of Mathematics, Faculty of Applied Sciences, Thamar University, Dhamar, 87246, Yemen; Department of Statistics, College of Science and Technology, Jigawa State Polytechnic, Dutse, Nigeria; Department of Art and Science, George Mason University, Songdomunhwa-ro 119-4 Yeonsu-gu, Incheon, 21985, South Korea; Numerical Optimization Research Group, Department of Mathematical Sciences, Faculty of Physical Sciences, Bayero University, Kano, Kano, Nigeria; Department of Mathematics and Applied Mathematics, Sefako Makgatho Health Sciences University, Medunsa, Ga-Rankuwa, Pretoria, 0204, South Africa; Faculty of Education and Arts, Sohar University, Sohar, 311, Oman; Department of Civil Engineering, College of Engineering, Rangsit University, Pathum Thani, Mueang, 12000, Thailand","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105039015204?origin=resultslist","Faculty of Climate Change and Sustainability, Asian Institute of Technology, Pathumthani, Klong Luang, Thailand","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105043385179?origin=resultslist","Department of Electrical Power and Machines, Faculty of Engineering, Ain Shams University, Cairo, Egypt; Faculty of Engineering and Technology, Future University in Egypt, Cairo, 11835, Egypt; Department of Engineering Physical and Mathematics, Faculty of Engineering, Ain Shams University, Cairo, Egypt","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105041217613?origin=resultslist","National User-Side Energy Storage Innovation Research and Development Center, Beijing University of Technology, Beijing, 100124, China; Beijing Key Laboratory of Heat Transfer and Energy Conversion, Beijing University of Technology, Beijing, 100124, China; Department of Thermal and Fluid Engineering, University of Twente, Enschede, 7522NB, Netherlands; Non-silicon Micro-nano Manufacturing Key Laboratory of the Ministry of Industry and Information Technology, School of Mechanical Engineering, Beijing Institute of Technology, Beijing, 100081, China","Elsevier Ltd","Renewable Sustainable Energy Rev"
"https://www.scopus.com/pages/publications/105047779047?origin=resultslist","School of Electrical Engineering, Xinjiang University, Xinjiang, Urumqi, 830047, China; Department of Mechanical Engineering, The Hong Kong Polytechnic University, 999077, Hong Kong; Institute of Engineering Thermophysics, School of Energy and Power Engineering, Chongqing University, Chongqing, 400044, China; Engineering Research Center of Northwest Energy Carbon Neutrality, Ministry of Education, China","Elsevier Ltd","Sol. Energy"
"https://www.scopus.com/pages/publications/105038646859?origin=resultslist","Electrical and Computer Engineering Department, Louisiana State University, Baton Rouge, 70803, LA, United States","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105038561044?origin=resultslist","Department of Electrical and Electronics Engineering, Shiraz University of Technology, Shiraz, Iran; School of Engineering and Technology, Central Queensland University, Rockhampton, QLD, Australia; University of Technology-Iraq, Electromechanical Engineering Department, Baghdad, Iraq","Semarak Ilmu Publishing","Semarak Eng. J."
"https://www.scopus.com/pages/publications/105046596648?origin=resultslist","Ecole Nationale Supérieure des Technologies Avancées, Place des Martyrs, P.O. Box 474, Algiers, 16001, Algeria; CIMA+, Montreal, QC, Canada; Research Center in Industrial Technologies (CRTI), P.O.Box 64, Algiers, Cheraga, 16014, Algeria","Elsevier Ltd","Electr Power Syst Res"
"https://www.scopus.com/pages/publications/105027137618?origin=resultslist","School of Electrical Engineering, Vellore Institute of Technology, Vellore, India; Electrical and Electronics Engineering, SR University, Telangana, Warangal, India; Faculty of Physics and Applied Computer Science, AGH University of Kraków, Kraków, Poland; Faculty of Engineering and IT, University of Technology Sydney, Sydney, Australia; Center of Excellence in Artificial Intelligence, AGH University of Kraków, Kraków, Poland; University Research and Innovation Center (EKIK), Óbuda University, Budapest, Hungary; Department of Computer Science, Khazar University, Baku, Azerbaijan","Nature Research","Sci. Rep."
"https://www.scopus.com/pages/publications/105046719340?origin=resultslist","School of Automation and Electronic Information, Xiangtan University, Xiangtan, 411105, China; School of Electrical & Electronics Engineering, Universiti Sains Malaysia (USM), Penang, Nibong Tebal, 14300, Malaysia; School of Electrical & Information Engineering, Changsha University of Science and Technology, Changsha, 410082, China; School of Electronic and Information Engineering, Tongji University, Shanghai, 200000, China","Elsevier Ltd","Adv. Eng. Inf."
