"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Stollfuß S.","Stollfuß, Sven (57200658244)","57200658244","The platformisation of public service broadcasting in Germany: The network ‘funk’ and the case of Druck/Skam Germany","2021","Critical Studies in Television","18","10.1177/1749602021996536","https://www.scopus.com/pages/publications/85107113693?origin=resultslist","University of Leipzig, Germany","Stollfuß S., University of Leipzig, Germany","This article investigates how platformisation changes the practices of content production and distribution through the case of the web series, Druck (tr. Pressure (2018–), for the public service content network ‘funk’ (ARD and ZDF). An analysis of the German adaptation of the Norwegian television and web series Skam (tr. Shame) (NRK3, 2015–2017) shows how public service broadcasting (PSB) in Germany is changing due to the influence of social media. To reach a younger audience, PSB has to meet them on third-party platforms. Consequently, PSB must provide content that fits the mobile media environment of social media. © The Author(s) 2021."," Skam; convergence; mobile media; multiplatform; platformisation; public service broadcasting; Social media","","Connective Media Culture?; Deutsche Forschungsgemeinschaft, DFG","Funding text 1: The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This article is an outcome of the research project ‘Social TV in a Connective Media Culture’ that is funded by the German Research Foundation (DFG). ; Funding text 2: The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This article is an outcome of the research project ?Social TV in a Connective Media Culture? that is funded by the German Research Foundation (DFG).","SAGE Publications Inc.","Article","Scopus"
"P．S． D.V.","P．S．, Dr. Varsha (57210919302)","57210919302","How can we manage biases in artificial intelligence systems – A systematic literature review","2023","International Journal of Information Management Data Insights","256","10.1016/j.jjimei.2023.100165","https://www.scopus.com/pages/publications/85149406133?origin=resultslist","School of Commerce, Presidency University, Bangalore, India","P．S． D.V., School of Commerce, Presidency University, Bangalore, India","Artificial intelligence is similar to human intelligence, and robots in organisations always perform human tasks. However, AI encounters a variety of biases during its operational process in the online economy. The coded algorithms helps in decision-making in firms with a variety of biases and ambiguity. The study is qualitative in nature and asserts that AI biases and vulnerabilities experienced by people across industries lead to gender biases and racial discrimination. Furthermore, the study describes the different types of biases and emphasises the importance of responsible AI in firms in order to reduce the risk from AI. The implications discuss how policymakers, managers, and employees must understand biases to improve corporate fairness and societal well-being. Future research can be carryout on consumer bias, bias in job automation and bias in societal data. © 2023 The Author(s)","AI ethics; AI systems; Artificial intelligence; Bias; Responsible Ai; Vulnerabilities","","","","Elsevier B.V.","Article","Scopus"
"Ruotsalainen J.; Heinonen S.","Ruotsalainen, Juho (57190382799); Heinonen, Sirkka (56243761600)","57190382799; 56243761600","Media ecology and the future ecosystemic society","2015","European Journal of Futures Research","42","10.1007/s40309-015-0068-7","https://www.scopus.com/pages/publications/85002336862?origin=resultslist","Finland Futures Research Centre (FFRC), University of Turku, Turku, Finland","Ruotsalainen J., Finland Futures Research Centre (FFRC), University of Turku, Turku, Finland; Heinonen S., Finland Futures Research Centre (FFRC), University of Turku, Turku, Finland","This article discusses a possible future, in which the network society is deepening to become an internet-based ecosystemic society. The study of the possible societal impacts of the ‘media disruption’ brought along by the internet has been somewhat neglected. The article thus examines the social consequences of the ‘media disruption’ from the perspective of the media ecology tradition, which takes media into account as ‘living environments’. The article connects the media ecology tradition to the concept of the ecosystem, which has been primarily used in business economics discussions. In an ecosystemic economy, companies work in closer collaboration and share information more freely. One of the most central themes of the media ecology tradition is how different areas of society, such as private and public, work and leisure time and various institutions and organisations, begin to interlock as a consequence of the spread of electronic and digital media. The main argument of the article is that as the internet further penetrates all spheres of society, the metaphor of the ecosystem could serve as a metaphor for the entire society, not only for the economy. In this way it anticipates a possible future for the whole of society through changes in media. The article is part of the MEDEIA project (New roles and functions of media in the digital meanings society 2030) conducted at the Finland Futures Research Centre (FFRC), University of Turku. © 2015, The Author(s).","Digital age; Economy; Ecosystems; Journalism; Media; Media ecology; Transformational futures","","","","Springer Science and Business Media Deutschland GmbH","Review","Scopus"
"Alam S.J.; Zhang X.; Romero-Severson E.O.; Henry C.; Zhong L.; Volz E.M.; Brenner B.G.; Koopman J.S.","Alam, Shah Jamal (23481079000); Zhang, Xinyu (38562446100); Romero-Severson, Ethan Obie (55582068200); Henry, Christopher (57196689422); Zhong, Lin (55582079100); Volz, Erik M. (23029242600); Brenner, Bluma G. (57203071365); Koopman, James S. (7101971636)","23481079000; 38562446100; 55582068200; 57196689422; 55582079100; 23029242600; 57203071365; 7101971636","Detectable signals of episodic risk effects on acute HIV transmission: Strategies for analyzing transmission systems using genetic data","2013","Epidemics","13","10.1016/j.epidem.2012.11.003","https://www.scopus.com/pages/publications/84873447619?origin=resultslist","University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; McGill University AIDS Centre, Lady Davis Institute, Jewish General Hospital, Montreal, QC, Canada","Alam S.J., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Zhang X., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Romero-Severson E.O., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Henry C., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Zhong L., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Volz E.M., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States; Brenner B.G., McGill University AIDS Centre, Lady Davis Institute, Jewish General Hospital, Montreal, QC, Canada; Koopman J.S., University of Michigan, School of Public Health, Ann Arbor, MI 48109, 109 Observatory Street, United States","Episodic high-risk sexual behavior is common and can have a profound effect on HIV transmission. In a model of HIV transmission among men who have sex with men (MSM), changing the frequency, duration and contact rates of high-risk episodes can take endemic prevalence from zero to 50% and more than double transmissions during acute HIV infection (AHI). Undirected test and treat could be inefficient in the presence of strong episodic risk effects. Partner services approaches that use a variety of control options will be likely to have better effects under these conditions, but the question remains: What data will reveal if a population is experiencing episodic risk effects? HIV sequence data from Montreal reveals genetic clusters whose size distribution stabilizes over time and reflects the size distribution of acute infection outbreaks (AIOs). Surveillance provides complementary behavioral data. In order to use both types of data efficiently, it is essential to examine aspects of models that affect both the episodic risk effects and the shape of transmission trees. As a demonstration, we use a deterministic compartmental model of episodic risk to explore the determinants of the fraction of transmissions during acute HIV infection (AHI) at the endemic equilibrium. We use a corresponding individual-based model to observe AIO size distributions and patterns of transmission within AIO. Episodic risk parameters determining whether AHI transmission trees had longer chains, more clustered transmissions from single individuals, or different mixes of these were explored. Encouragingly for parameter estimation, AIO size distributions reflected the frequency of transmissions from acute infection across divergent parameter sets. Our results show that episodic risk dynamics influence both the size and duration of acute infection outbreaks, thus providing a possible link between genetic cluster size distributions and episodic risk dynamics. © 2012 Elsevier B.V.","Acute infection clusters; Episodic risk; Identifiability; Individual-based model","Acute Disease; Adult; Canada; Cluster Analysis; Computer Simulation; Genetic Variation; HIV Infections; Homosexuality, Male; Humans; Male; Models, Genetic; Population Surveillance; Prevalence; Risk; Sexual Behavior; Sexual Partners; Stochastic Processes; United States; article; epidemic; gene cluster; genetic database; high risk behavior; human; Human immunodeficiency virus infection; male homosexual; phylogeny; priority journal; risk factor; sexual behavior; virus transmission","National Institutes of Health, NIH; National Institute of Allergy and Infectious Diseases, NIAID, (5-K01-AI-091440-03, R01AI078752)","We are thankful to the two anonymous reviewers for their valuable comments that have helped to improve this paper. All authors were supported by a subcontract to the University of Michigan from NIH grant R01AI078752 ; EMV was also supported by NIAID grant 5-K01-AI-091440-03 .  ","","Article","Scopus"
"Calvo A.G.; Kenney M.; Zysman J.","Calvo, Angela Garcia (57217874127); Kenney, Martin (7102990407); Zysman, John (6602689341)","57217874127; 7102990407; 6602689341","Responding to platform firm power: differing national responses","2025","New Political Economy","9","10.1080/13563467.2024.2418075","https://www.scopus.com/pages/publications/105001490733?origin=resultslist","Henley Business School, Reading, United Kingdom; Department of Human Ecology, University of California, Davis, CA, United States; Berkeley Roundtable on the International Economy, Berkeley, CA, United States; Department of Political Science, University of California, Berkeley, CA, United States","Calvo A.G., Henley Business School, Reading, United Kingdom; Kenney M., Department of Human Ecology, University of California, Davis, CA, United States, Berkeley Roundtable on the International Economy, Berkeley, CA, United States; Zysman J., Berkeley Roundtable on the International Economy, Berkeley, CA, United States, Department of Political Science, University of California, Berkeley, CA, United States","Aware of the power of platform firms and the risks of the platform economy, governments are reconsidering the dominant laissez faire approach in favour of strategies that regulate the power of platform firms. transnational dynamics play an important role in shaping emerging national regimes, but we argue that governments are also influenced by three factors that operate primarily at domestic level: the agency of platform firms, the impact of first-mover US platforms, and domestic politics. We illustrate our approach through an analysis of the trajectories and regulatory measures of four economies: the US, the EU, China, and India. As governance efforts expand to emerging technologies such as AI, our analysis presages broader changes to the structure of what was, with a few important exceptions, a relatively borderless global online economy. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","China; European Union; India; Platform economy; United States","economic development; European Union; governance approach; political economy; political power; strategic approach","","","Routledge","Article","Scopus"
"Argos M.; Ahsan H.; Graziano J.H.","Argos, Maria (12767622000); Ahsan, Habibul (7005171551); Graziano, Joseph H. (7005519864)","12767622000; 7005171551; 7005519864","Arsenic and human health: Epidemiologic progress and public health implications","2012","Reviews on Environmental Health","90","10.1515/reveh-2012-0021","https://www.scopus.com/pages/publications/84870950702?origin=resultslist","Department of Health Studies, University of Chicago, Chicago, IL 60637, 5841 S. Maryland Avenue, United States; Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States","Argos M., Department of Health Studies, University of Chicago, Chicago, IL 60637, 5841 S. Maryland Avenue, United States; Ahsan H., Department of Health Studies, University of Chicago, Chicago, IL 60637, 5841 S. Maryland Avenue, United States; Graziano J.H., Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, New York, NY, United States","Elevated concentrations of arsenic in groundwater pose a public health threat to millions of people worldwide, including severely affected populations in South and Southeast Asia. Although arsenic is an established human carcinogen and has been associated with a multitude of health outcomes in epidemiologic studies, a mode of action has yet to be determined for some aspects of arsenic toxicity. Herein, we emphasize the role of recent genetic and molecular epidemiologic investigations of arsenic toxicity. Additionally, we discuss considerations for the public health impacts of arsenic exposure through drinking water with respect to primary and secondary prevention efforts. © 2012 by Walter de Gruyter.","Arsenic; Asia; Drinking water; Human health","Arsenic; Female; Humans; Infant, Newborn; Maternal Exposure; Pregnancy; Public Health; arsenic; conference paper; environmental exposure; female; human; metabolism; newborn; pregnancy; public health","National Institute of Environmental Health Sciences, NIEHS, (P42ES010349)","","","Conference paper","Scopus"
"Pérez-Velázquez J.; Schlicht R.; Dulla G.; Hense B.A.; Kuttler C.; Lindow S.E.","Pérez-Velázquez, J. (35090481500); Schlicht, R. (6603198523); Dulla, G. (8600701000); Hense, B.A. (8601141900); Kuttler, C. (56034569600); Lindow, S.E. (7006543472)","35090481500; 6603198523; 8600701000; 8601141900; 56034569600; 7006543472","Stochastic modeling of Pseudomonas syringae growth in the phyllosphere","2012","Mathematical Biosciences","10","10.1016/j.mbs.2012.04.009","https://www.scopus.com/pages/publications/84863423122?origin=resultslist","Institute of Biomathematics and Biometry, Helmholtz Zentrum München, German Research Center for Environmental Health, 85764 Neuherberg, Ingolstädter Landstr. 1, Germany; Universität Greifswald, Institut für Mathematik und Informatik, 17487 Greifswald, Walther-Rathenau-Straße 47, Germany; University of Washington, Department of Civil and Environmental Engineering, Seattle, WA 98195-5014, Benjamin Hall Bldg., 616 NE Northlake Place, Box 355014, United States; Centre for Mathematical Science, Technical University Munich, 85747 Garching, M6 Boltzmannstr. 3, Germany; Department of Plant and Microbial Biology, University of California, Berkeley, CA 94720, Berkeley, 331A Koshland Hall, United States","Pérez-Velázquez J., Institute of Biomathematics and Biometry, Helmholtz Zentrum München, German Research Center for Environmental Health, 85764 Neuherberg, Ingolstädter Landstr. 1, Germany; Schlicht R., Universität Greifswald, Institut für Mathematik und Informatik, 17487 Greifswald, Walther-Rathenau-Straße 47, Germany; Dulla G., University of Washington, Department of Civil and Environmental Engineering, Seattle, WA 98195-5014, Benjamin Hall Bldg., 616 NE Northlake Place, Box 355014, United States; Hense B.A., Institute of Biomathematics and Biometry, Helmholtz Zentrum München, German Research Center for Environmental Health, 85764 Neuherberg, Ingolstädter Landstr. 1, Germany; Kuttler C., Centre for Mathematical Science, Technical University Munich, 85747 Garching, M6 Boltzmannstr. 3, Germany; Lindow S.E., Department of Plant and Microbial Biology, University of California, Berkeley, CA 94720, Berkeley, 331A Koshland Hall, United States","Pseudomonas syringae is a gram-negative bacterium which lives on leaf surfaces. Its growth has been described using epifluorescence microscopy and image analysis; it was found to be growing in aggregates of a wide range of sizes. We develop a stochastic model to describe aggregate distribution and determine the mechanisms generating experimental observations. We found that a logistic birth-death model with migration (time-homogeneous Markov process) provides the best description of the observed data. We discuss how to analyze the joint distribution of the numbers of aggregates of different sizes at a given time and explore how to account for new aggregates being created, that is, the joint distribution of the family size statistics conditional on the total number of aggregates. We compute the first two moments. Through simulations we examine how the model's parameters affect the aggregate size distribution and successfully explain the quantitative experimental data available. Aggregation formation is thought to be the first step towards pathogenic behavior of this bacterium; understanding aggregate size distribution would prove useful to understand the switch from epiphytic to pathogenic behavior. © 2012 Elsevier Inc.","Bacterial growth; Birth-death-migration; Logistic growth; Pseudomonas syringae; Stochastic models of bacterial growth","Computer Simulation; Logistic Models; Markov Chains; Models, Biological; Plant Leaves; Population Dynamics; Pseudomonas syringae; Bacteria (microorganisms); Negibacteria; Pseudomonas syringae; Bacteria; Computer simulation; Markov processes; Size distribution; Stochastic models; Aggregate distribution; Aggregate size distributions; Bacterial growth; Birth-death-migration; Different sizes; Epifluorescence microscopy; Experimental data; Experimental observation; Gram-negative bacteria; Joint distributions; Leaf surfaces; Logistic growth; Observed data; Phyllospheres; Pseudomonas syringae; Stochastic modeling; bacterium; growth; growth modeling; image analysis; microscopy; migration; pathogen; phyllosphere; stochasticity; algorithm; article; bacterial growth; bacterial kinetics; bacterial virulence; bacterium colony; epiphyte; growth rate; leaf surface; mathematical computing; microbial population dynamics; nutrient availability; population distribution; population migration; probability; process development; Pseudomonas syringae; quantitative analysis; simulation; starvation; stochastic model; Aggregates","Helmholtz Zentrum München","We would like to thank several people who have been involved in preparing this manuscript. We are very much grateful to Prof. Johannes Müller (Centre for Mathematical Science, Technical University Munich) for all his help and all insightful discussions. We want to thank the kind help of Prof. Gwyn A. Beattie (Iowa State University, Department of Plant Pathology) and Dr. Corina Vlot (Institute of Biochemical Plant Pathology, Helmholtz Zentrum München) for providing pictures. Finally we also want to thank Dr. J. Monier for helpful comments and discussions. J. P. V. wants to acknowledge the project “Systems Ecology of Oligotrophic Biofilms” from the Helmholtz Zentrum München for providing funding to carry out this research.","","Article","Scopus"
"Litschert S.E.; Brown T.C.; Theobald D.M.","Litschert, Sandra E. (6506591984); Brown, Thomas C. (7404318949); Theobald, David M. (7003695168)","6506591984; 7404318949; 7003695168","Historic and future extent of wildfires in the Southern Rockies Ecoregion, USA","2012","Forest Ecology and Management","52","10.1016/j.foreco.2011.12.024","https://www.scopus.com/pages/publications/84856458464?origin=resultslist","Earth Systems Institute, Mount Shasta, CA 96067, 310 Mt Shasta Blvd. #6, United States; Rocky Mountain Research Station, US Forest Service, Fort Collins, CO 80526, United States; Dept. of Fish, Wildlife, and Conservation Biology, Warner College of Natural Resources, Colorado State University, Fort Collins, CO 80523-1474, United States","Litschert S.E., Earth Systems Institute, Mount Shasta, CA 96067, 310 Mt Shasta Blvd. #6, United States; Brown T.C., Rocky Mountain Research Station, US Forest Service, Fort Collins, CO 80526, United States; Theobald D.M., Dept. of Fish, Wildlife, and Conservation Biology, Warner College of Natural Resources, Colorado State University, Fort Collins, CO 80523-1474, United States","Wildfires play a formative role in the processes that have created the ecosystems of the Southern Rockies Ecoregion (SRE). The extent of wildfires is influenced mainly by precipitation and temperature, which control biomass growth and fuel moisture. Forecasts of climate change in the SRE show an increase in temperatures, bringing warmer springs with earlier runoff and longer fire seasons. Increasing wildfire extent and intensity would affect human safety, livelihoods, and landscapes. Our summary of historical wildfire records from the national forests of the SRE from 1930 to 2006 revealed an order of magnitude increase in the annual number of fires recorded over the full time period and in the number of large fires since 1970. We developed a model of percent burned area in the SRE for the period 1970-2006 using temperature and precipitation variables (R 2=0.51, p=1.7E-05). We applied this model to predict percent burned area using data from two downscaled global circulation models (GCMs), for the Intergovernmental Panel on Climate Change Special Report Emissions Scenarios A2 (projects high increases in temperature) and B1 (projects lower temperature increases), for the time period 2010-2070. The results showed increasing trends in median burned areas for all scenarios and GCM combinations with higher increases for the B1 scenario. The results suggest that precipitation increases could at least partially compensate for the effect of temperature increases on burned area but the strength of this ameliorating effect of precipitation will remain uncertain until the GCMs are further developed. © 2011 Elsevier B.V.","Burned area model; Climate change; Downscaled climate data; Southern Rockies Ecoregion; Wildfires","United States; Ecology; Fires; Ameliorating effect; Biomass growth; Burned areas; Climate data; Effect of temperature; Emissions scenarios; Fuel moisture; Global circulation model; Human safety; Intergovernmental panel on climate changes; National forests; Southern Rockies Ecoregion; Temperature increase; Time-periods; Wildfires; biomass; biomass burning; circulation modeling; climate change; climate prediction; data set; downscaling; ecoregion; fire history; forest ecosystem; forest fire; future prospect; growth rate; historical record; Intergovernmental Panel on Climate Change; moisture content; precipitation (climatology); runoff; temperature effect; wildfire; Climate change","U.S. Forest Service, USFS; Rocky Mountain Research Station, RMRS","This research was supported in part by funds from the Rocky Mountain Research Station , US Forest Service. The authors thank in particular Scott Baggett of the RMRS for his patient help with statistics and the use of the R statistic package. Also we thank John B. Norman, Jessica Salo, and Carol Miller for their help, and Robert Keane and two other anonymous reviewers for their thoughtful suggestions.","","Article","Scopus"
"Tripodi F.B.; Stevenson J.A.; Slama R.; Reich J.","Tripodi, Francesca Bolla (57192925851); Stevenson, Jade Angelique (58024339100); Slama, Rachel (55609229300); Reich, Justin (56144824600)","57192925851; 58024339100; 55609229300; 56144824600","Libraries Combating Disinformation: From the Front Line to the Long Game","2023","Library Quarterly","16","10.1086/722551","https://www.scopus.com/pages/publications/85144393141?origin=resultslist","University of North Carolina (UNC), United States; School of Information and Library Science, UNC–Chapel Hill, United States; Center for Information Technology and Public Life, United States; Foust Elementary School, United States; MIT Teaching Systems Lab, United States; Massachusetts Institute of Technology (MIT), United States","Tripodi F.B., University of North Carolina (UNC), United States, School of Information and Library Science, UNC–Chapel Hill, United States, Center for Information Technology and Public Life, United States; Stevenson J.A., Foust Elementary School, United States; Slama R., MIT Teaching Systems Lab, United States; Reich J., Massachusetts Institute of Technology (MIT), United States","There is an urgent need to build the public’s resilience in the face of disinformation. Nevertheless, librarians may be hesitant to assume a frontline role in confronting politicized misinformation. We conducted ethnographic observations and interviews across three Montana libraries to understand the informational needs and search habits of library patrons and the role that librarians play in promoting effective search practices. Montana poses unique challenges with regard to broad-band speed and access; however, our findings replicated studies in school settings across the country regarding reliance on antiquated search literacy techniques. The librarians interviewed noted challenges with confronting patrons about specific information claims that might be polit-ically sensitive, but they expressed confidence in their ability to build patron trust and teach effective search literacy practices. We built and tested interventions designed to enable librarians to build their skills and empower patrons to better confront misinformation now and in the future. © 2022, University of Chicago Press. All rights reserved.","","","","","University of Chicago Press","Article","Scopus"
"Smuha N.A.","Smuha, Nathalie A. (57210274344)","57210274344","Beyond the individual: Governing ai’s societal harm","2021","Internet Policy Review","138","10.14763/2021.3.1574","https://www.scopus.com/pages/publications/85118356762?origin=resultslist","KU Leuven, Belgium","Smuha N.A., KU Leuven, Belgium","In this paper, I distinguish three types of harm that can arise in the context of artificial intelligence (AI): individual harm, collective harm and societal harm. Societal harm is often overlooked, yet not reducible to the two former types of harm. Moreover, mechanisms to tackle individual and collective harm raised by AI are not always suitable to counter societal harm. As a result, policymakers’ gap analysis of the current legal framework for AI not only risks being incomplete, but proposals for new legislation to bridge these gaps may also inadequately protect societal interests that are adversely impacted by AI. By conceptualising AI’s societal harm, I argue that a shift in perspective is needed beyond the individual, towards a regulatory approach of AI that addresses its effects on society at large. Drawing on a legal domain specifically aimed at protecting a societal interest—environmental law—I identify three ‘societal’ mechanisms that EU policymakers should consider in the context of AI. These concern (1) public oversight mechanisms to increase accountability, including mandatory impact assessments with the opportunity to provide societal feedback; (2) public monitoring mechanisms to ensure independent information gathering and dissemination about AI’s societal impact; and (3) the introduction of procedural rights with a societal dimension, including a right to access to information, access to justice, and participation in public decision-making on AI, regardless of the demonstration of individual harm. Finally, I consider to what extent the European Commission’s new proposal for an AI regulation takes these mechanisms into consideration, before offering concluding remarks. © 2021, Alexander von Humboldt Institute for Internet and Society. All rights reserved.","AI governance; Artificial intelligence; Environmental law; EU law; Society","","Fonds Wetenschappelijk Onderzoek, FWO","Research Foundation Flanders (FWO).","Alexander von Humboldt Institute for Internet and Society","Article","Scopus"
"Robinson S.; Anderson C.W.","Robinson, Sue (26535080700); Anderson, C.W. (55453379100)","26535080700; 55453379100","Network Ethnography in Journalism Studies: A Mixed-Method Approach to Studying Media Ecologies","2020","Journalism Studies","18","10.1080/1461670X.2020.1720519","https://www.scopus.com/pages/publications/85084970967?origin=resultslist","School of Journalism & Mass Communication, University of Wisconsin–Madison, Madison, WI, United States; School of Media and Communication, The University of Leeds, Leeds, United Kingdom","Robinson S., School of Journalism & Mass Communication, University of Wisconsin–Madison, Madison, WI, United States; Anderson C.W., School of Media and Communication, The University of Leeds, Leeds, United Kingdom","This article details a mixed-method technique called network ethnography, coined (though not invented) by Philip Howard in 2002, as it is applied to two cases documenting media ecologies in journalism studies. We map the news information flows–its influences, power dynamics, and obstacles–in Philadelphia, PA, and Madison, WI. The mix of locational sampling, formal network analysis, and triangulated news community ethnographies allow for multiple levels of investigation at the micro-meso-macro tiers of local community. Despite some significant logistical limitations, the method can be scaled according to resources and represents a robust tool for the complex work of journalism studies–especially those exploring news media ecologies, rather than single media organizations–in a digital age. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.","ethnography; Journalism; media ecologies; mixed methods; network; news; qualitative; quantitative","","University of Southern California, USC; University of Wisconsin-Madison, UW","This work was supported by University of Wisconsin Madison. The authors thank the anonymous reviewers and editors for their constructive feedback as well as Philip Howard and Rasmus Kleis Nielsen, both of the University of Oxford, Christina Dunbar Hester of The University of Southern California, and Stephen Reese of the University of Texas at Austin for their help. The University of Wisconsin–Madison funded a portion of one of the studies.","Routledge","Article","Scopus"
"Munn L.","Munn, Luke (57203222259)","57203222259","Red territory: forging infrastructural power","2023","Territory, Politics, Governance","32","10.1080/21622671.2020.1805353","https://www.scopus.com/pages/publications/85092934765?origin=resultslist","Institute for Culture & Society, Western Sydney University, Sydney, NSW, Australia","Munn L., Institute for Culture & Society, Western Sydney University, Sydney, NSW, Australia","Territorial power is enacted and contested through technical infrastructures. From financing submarine cables to constructing hyperscale data facilities and claiming 5G patents, Chinese technology firms such as Huawei have steadily assembled layers of informational architecture. The paper investigates these layers through the lens of the Tseung Kwan O Industrial Estate in Hong Kong. By tracing its construction, charting its connections and mapping its operations, the paper reveals how specific formations of technical power emerge. Such power is at once political in its shaping of subjects’ lives and geopolitical in its support of sovereign visions. These ‘technical territories’ take strange forms, inhabiting particular jurisdictions while also extending far beyond them. Their technical conditions exert influence at scale, challenging conventional understandings of territory and suggesting a new site of contemporary power. © 2020 Regional Studies Association.","China; data centres; edge computing; geopolitics; infrastructure; submarine cables; territory","","Australian Research Council, ARC, (DP160103307); Australian Research Council, ARC","Funding text 1: This work was supported by the Australian Research Council [grant number DP160103307].; Funding text 2: Triangulating this scholarly work, this paper considers how technical infrastructures exert force over specific subjects and spaces, extending and challenging traditional forms of territory. This research material stems from nine months working on ‘Data Centres and the Governance of Labour and Territory’ funded by the Australian Research Council. This multi-year project examined how data centre clusters in Hong Kong, Singapore and Sydney reformat power across and beyond Asia’s geographies. This work required deeply delving into grey literature such as technical specifications, corporate press releases and industry white papers. Analysing this literature not only provided a baseline understanding of these infrastructures, but also revealed the rapid rise of Chinese-affiliated companies – Huawei in particular – into a red territory operating on multiple spatial fronts. ","Routledge","Article","Scopus"
"Raeijmaekers D.; Maeseele P.","Raeijmaekers, Daniëlle (56192673500); Maeseele, Pieter (23012573700)","56192673500; 23012573700","In objectivity we trust? Pluralism, consensus, and ideology in journalism studies","2017","Journalism","51","10.1177/1464884915614244","https://www.scopus.com/pages/publications/85022075725?origin=resultslist","Department of Communication Studies, University of Antwerp, Sint-Jacobstraat 2, Antwerp, 2000, Belgium","Raeijmaekers D., Department of Communication Studies, University of Antwerp, Sint-Jacobstraat 2, Antwerp, 2000, Belgium; Maeseele P., Department of Communication Studies, University of Antwerp, Sint-Jacobstraat 2, Antwerp, 2000, Belgium","This article starts from the observation that the concept of objectivity, along with its twin sentries 'balance' and 'impartiality', is generally regarded as a cornerstone of journalism and, consequently, of journalism research. The aim of this article is to show that the analytical ideal of objectivity, instead of enabling, in fact inhibits media pluralism research. The first section focuses on unveiling the ideological nature of this ideal by relating it both socio-historically and analytically to a post-ideological and consensual understanding of society. Since we find this ideal only allowing for the evaluation of journalism within the limits of social consensus (pluralism 'within the box'), the second section seeks for alternative analytical concepts to evaluate journalism about and beyond the limits of social consensus (pluralism 'outside the box'). To illustrate the difference between both approaches, the popular concept of partisan media bias is juxtaposed to the alternative framework of de/politicization. © The Author(s) 2015.","Consensus; hegemony; ideology; journalism studies; media pluralism; objectivity","","","","SAGE Publications Ltd","Article","Scopus"
